,img_name,leaf_weight,내부온도관측치Min,내부온도관측치Max,내부습도관측치Min,내부습도관측치Max,CO2관측치Max-Min,EC관측치Min,EC관측치Max,최근분무량Max,백색광추정광량Max,적색광추정광량Max,청색광추정광량Max,pred_result,CO2update,분무량update
19,CASE02_11.png,142.744,,,,,,,,10000,0,0,0,136.53946,,42.27624431035735
20,CASE03_01.png,11.337,15.10000038,26.29999924,64.5,85.09999847,64.0,0.965592086,0.979915917,190.3,0,165.48,0,1.5945886,1.2404401650757615,1.8731312624263141
21,CASE03_02.png,15.728,15.80000019,29.29999924,57.59999847,84.69999695,96.0,0.959694088,0.976545572,190.3,0,165.48,0,2.5012312,1.8285285469648187,1.8565630653615017
22,CASE03_03.png,21.492,17.39999962,31.0,63.0,85.5,155.0,0.904926658,0.972332776,190.3,0,165.48,0,2.0814717,2.976106376041597,1.8641972615682814
23,CASE03_04.png,27.091,18.89999962,31.0,66.0,85.30000305,168.0,0.891445458,0.965592086,190.3,0,165.48,0,3.3716674,3.147737520375839,1.8409299645291395
24,CASE03_05.png,32.278,22.10000038,29.29999924,78.69999695,89.19999695,153.0,0.934416831,0.953796089,190.3,0,165.48,0,5.038722,2.779861058547108,1.811712827199097
25,CASE04_01.png,57.147,20.0,28.10000038,65.69999695,98.5,182.0,1.33295536,1.403731704,190.3,0,165.48,0,52.419342,1.7770080967714086,1.2485292056962167
26,CASE04_02.png,73.89,19.60000038,27.79999924,63.20000076,98.09999847,184.0,1.276502728,1.364130616,190.3,0,165.48,0,69.146965,1.5443112629851714,1.1250571359645738
27,CASE04_03.png,90.729,18.89999962,27.29999924,66.69999695,93.80000305,196.0,1.279030442,1.33295536,190.3,0,165.48,0,83.34758,1.469842947281083,1.0379193442313228
28,CASE04_04.png,110.563,18.60000038,27.39999962,65.80000305,92.5,181.0,1.232688665,1.295881987,190.3,0,165.48,0,101.4588,1.1950444609359112,0.9446100145538443
29,CASE04_05.png,129.551,19.89999962,26.29999924,67.0,98.0,187.0,1.155171752,1.248697639,190.3,0,165.48,0,120.33265,1.0978517624190078,0.8636940553295211
30,CASE04_06.png,156.908,19.89999962,26.20000076,65.0,98.19999695,221.0,1.103774548,1.187189579,190.3,0,165.48,0,147.43558,1.1193524490367948,0.7690890695671173
31,CASE04_07.png,194.027,19.5,25.60000038,62.29999924,97.5,213.0,1.026257515,1.121468782,190.3,0,165.48,0,185.13823,0.9058501461034218,0.6673955996710789
32,CASE04_08.png,225.75,18.70000076,26.10000038,55.29999924,93.0,206.0,0.962221801,1.052377462,190.3,0,165.48,0,212.2458,0.7855225898756052,0.6094557556899084
33,CASE04_09.png,247.918,19.0,27.39999962,54.20000076,95.0,238.0,0.890602827,0.972332776,190.3,0,165.48,0,235.02731,0.8350077050511405,0.5680133956840713
34,CASE04_10.png,269.766,18.70000076,27.20000076,68.30000305,94.30000305,294.0,0.559470475,0.895658314,190.3,0,165.48,0,257.91217,0.9548177326021248,0.5316946892306009
35,CASE04_11.png,280.068,18.89999962,27.10000038,67.90000153,94.5,208.0,0.548516989,0.568738818,190.3,0,165.48,0,269.2114,0.6516058010459526,0.5154228715581372
36,CASE04_12.png,283.626,19.20000076,26.70000076,67.5,97.59999847,201.0,0.531665444,0.555257618,10000,0,165.48,0,270.60883,0.6269322027094513,26.982627478141843
37,CASE04_13.png,286.22,20.0,26.60000038,69.30000305,98.19999695,227.0,0.509758472,0.54261893,10000,0,165.48,0,271.03806,0.7070812725444454,26.95141301676707
38,CASE04_14.png,295.744,20.20000076,26.60000038,70.09999847,98.40000153,204.0,0.504703045,0.529980361,190.3,0,165.48,0,279.75793,0.618635615525607,0.5011086931087917
39,CASE04_15.png,289.846,20.60000038,26.5,71.69999695,98.40000153,246.0,0.49459213,0.522397161,10000,0,165.48,0,276.50864,0.7534256980152194,26.559815466651706
40,CASE04_16.png,287.79,20.70000076,29.60000038,70.19999695,98.19999695,210.0,0.477740586,0.522397161,190.3,0,165.48,0,275.9419,0.644286604453125,0.5061952392111654
41,CASE04_17.png,297.819,20.20000076,26.70000076,71.5,97.90000153,192.0,0.504703045,0.521554589,190.3,0,165.48,0,286.8411,0.5700017010988268,0.49193325114627173
42,CASE04_18.png,304.211,19.79999924,25.70000076,68.80000305,96.80000305,222.0,0.50133276,0.518184245,10000,0,165.48,0,291.30295,0.6504485238114701,25.55564684600512
43,CASE04_19.png,307.767,20.39999962,26.10000038,66.0,98.19999695,193.0,0.498804986,0.516499102,190.3,0,165.48,0,290.75092,0.5663961230097339,0.48701100946864057
44,CASE04_20.png,308.377,20.39999962,28.39999962,72.09999847,98.0,206.0,0.485323787,0.51481396,190.3,0,165.48,0,292.32092,0.6017744986195994,0.48506207622066144
45,CASE04_21.png,309.886,20.60000038,28.20000076,63.59999847,98.40000153,237.0,0.487008929,0.515656531,190.3,0,165.48,0,297.68884,0.6816439664845152,0.47851481072488733
46,CASE04_22.png,315.078,21.20000076,29.79999924,69.09999847,98.19999695,214.0,0.480268329,0.516499102,190.3,0,165.48,0,295.26837,0.619807716530767,0.4814450496000983
47,CASE04_23.png,308.265,21.89999962,31.70000076,72.30000305,89.30000305,230.0,0.469314843,0.516499102,190.3,0,165.48,0,299.1804,0.6586853099429406,0.47672681324032945
48,CASE04_24.png,315.785,21.79999924,30.89999962,73.19999695,90.59999847,215.0,0.283948123,0.518184245,190.3,0,165.48,0,300.62238,0.6131953128605195,0.4750109067795963
49,CASE04_25.png,325.093,21.89999962,28.79999924,77.90000153,90.5,201.0,0.0,0.4667871,190.3,0,165.48,0,308.93887,0.5599839326401178,0.46535072589211196
50,CASE04_26.png,322.216,21.79999924,30.60000038,73.30000305,89.69999695,209.0,0.0,0.195477635,190.3,0,165.48,0,306.636,0.5860316961832231,0.4679861104279995
51,CASE04_27.png,329.69,22.5,31.0,75.69999695,91.0,173.0,0.0,0.0,10000,0,165.48,0,320.05682,0.46749577537849457,23.80630315679674
52,CASE05_01.png,1.472,20.39999961853028,28.5,59.900001525878906,94.0999984741211,1156.0,1.2044142484664917,1.229982852935791,126.0,309.41,47.9892,61.0935,1.2770171,22.544213087621277,1.244112471002071
53,CASE05_02.png,1.991,20.39999961853028,28.299999237060547,62.70000076293945,88.30000305175781,394.0,1.2097972631454468,1.2320014238357544,126.0,309.41,47.9892,61.0935,2.016883,7.574463852438063,1.2350896860865666
54,CASE05_03.png,2.658,20.799999237060547,28.5,70.30000305175781,88.0999984741211,55.0,1.211142897605896,1.2313286066055298,126.0,309.41,47.9892,61.0935,3.149178,1.0348231538030561,1.221531789618333
55,CASE05_04.png,3.315,21.299999237060547,28.39999961853028,71.5,87.5,68.0,1.2104700803756714,1.2313286066055298,126.0,309.41,47.9892,61.0935,3.3133774,1.2754772501057117,1.219590368362113
56,CASE05_05.png,4.253,20.89999961853028,28.39999961853028,66.5999984741211,87.5999984741211,1144.0,1.2084513902664185,1.229982852935791,126.0,309.41,47.9892,61.0935,3.8880758,21.229186290596775,1.2128437169494672
57,CASE05_06.png,5.318,18.600000381469727,28.600000381469727,71.19999694824219,85.0,670.0,1.2044142484664917,1.2266186475753784,126.0,309.41,47.9892,61.0935,5.4833913,12.075685791758731,1.194500844608321
58,CASE05_07.png,6.035,19.0,28.600000381469727,73.5,85.30000305175781,208.0,1.1943213939666748,1.2219085693359375,126.0,309.41,47.9892,61.0935,6.7846127,3.6629641395793127,1.17994528250979
59,CASE05_08.png,6.942,18.700000762939453,28.700000762939453,60.79999923706055,89.4000015258789,590.0,0.0437357127666473,1.5227798223495483,126.0,309.41,47.9892,61.0935,7.089588,10.334634049207011,1.1765849729480702
60,CASE05_09.png,9.218,21.89999961853028,28.39999961853028,73.0,84.69999694824219,179.0,1.474875807762146,1.5021544694900513,126.0,309.41,47.9892,61.0935,8.148933,3.0783023998049974,1.1650600380865523
61,CASE05_10.png,13.001,22.299999237060547,28.600000381469727,75.5999984741211,87.80000305175781,135.0,1.4562464952468872,1.488847732543945,126.0,309.41,47.9892,61.0935,11.195184,2.2060559536841984,1.1331426008522096
62,CASE05_11.png,16.668,22.600000381469727,28.600000381469727,76.0,84.5,176.0,1.433625102043152,1.4682223796844482,126.0,309.41,47.9892,61.0935,15.467227,2.6883680287848457,1.091218723040781
63,CASE05_12.png,21.961,19.200000762939453,28.0,74.30000305175781,85.0,422.0,1.4022343158721924,1.4409438371658323,126.0,309.41,47.9892,61.0935,19.615234,6.0618915681587735,1.0533775321628347
64,CASE05_13.png,27.872,21.600000381469727,28.299999237060547,76.5,87.4000015258789,982.0,1.357825756072998,1.40492582321167,126.0,309.41,47.9892,61.0935,27.146683,12.728998342028524,0.990981416322123
65,CASE05_14.png,35.142,21.799999237060547,28.5,72.9000015258789,86.5999984741211,914.0,1.3060157299041748,1.3638814687728882,126.0,309.41,47.9892,61.0935,32.386677,11.094026768430048,0.9517574038058226
66,CASE05_15.png,41.602,18.799999237060547,27.799999237060547,70.9000015258789,93.9000015258789,654.0,1.259588599205017,1.315435767173767,126.0,309.41,47.9892,61.0935,37.791832,7.449440171153963,0.9144228520018516
67,CASE05_16.png,48.623,21.600000381469727,28.0,68.9000015258789,92.3000030517578,406.0,1.1896114349365234,1.262279987335205,126.0,309.41,47.9892,61.0935,44.0348,4.3175505238486185,0.8747885927567505
68,CASE05_17.png,58.904,21.600000381469727,28.200000762939453,76.0999984741211,86.9000015258789,241.0,1.1122329235076904,1.1923028230667114,126.0,309.41,47.9892,61.0935,53.536194,2.327688421693384,0.8206534024153289
69,CASE05_18.png,69.522,22.799999237060547,28.100000381469727,76.0999984741211,87.0999984741211,180.0,1.0442743301391602,1.1149243116378784,126.0,309.41,47.9892,61.0935,65.24347,1.561910622788432,0.7625112205644192
70,CASE05_19.png,85.606,18.39999961853028,27.299999237060547,63.0,87.0,1395.0,0.9689143300056458,1.048984408378601,126.0,309.41,47.9892,61.0935,80.54408,10.68604566365629,0.6978905096195899
71,CASE05_20.png,94.048,19.100000381469727,28.0,70.4000015258789,91.6999969482422,625.0,0.906338632106781,0.9729514718055724,126.0,309.41,47.9892,61.0935,86.4452,4.5805935276579905,0.6758017905529345
72,CASE05_21.png,56.841,19.600000381469727,27.299999237060547,73.69999694824219,88.0999984741211,589.0,0.9043200016021729,0.919122874736786,126.0,309.41,47.9892,61.0935,70.291954,4.896420586866516,0.7399057738218213
73,CASE05_22.png,99.48,21.600000381469727,28.0,65.69999694824219,88.5999984741211,876.0,0.0168214291334152,43.59114074707031,10000,309.41,47.9892,61.0935,89.71953,6.26970331205666,52.709386324117496
74,CASE05_23.png,82.743,22.299999237060547,27.600000381469727,56.09999847412109,87.5,781.0,0.0269142873585224,43.57849884033203,10000,309.41,47.9892,61.0935,76.661674,6.1660325127236195,56.6053732741149
75,CASE06_01.jpg,0.118,19.32999935,32.70000076,25.49189136,47.11999817,96.0,3.09270215,3.152347803,775.43,309.41,0,156.65,0.7918116,1.89006843772432,7.693382901751514
76,CASE06_02.jpg,0.5,17.19999981,34.40000153,23.39999962,46.01277186,39.0,3.097512245,3.135993481,769.0,309.41,0,156.65,0.76753604,0.7682074617383774,7.6314260546645
77,CASE06_03.jpg,0.971,17.10000038,33.29999924,24.29999924,47.09999847,44.0,3.101360321,3.141765594,531.09,309.41,0,156.65,0.8184632,0.8658270484653303,5.267785117359337
78,CASE06_04.jpg,1.371,19.34999943,36.0,25.10000038,56.31999512,68.0,3.096336359,3.144651651,576.1,309.41,0,156.65,1.409789,1.3227052925659741,5.680911139653392
79,CASE06_05.jpg,1.395,20.20000076,34.29999924,32.24500046,60.9399971,96.0,3.094626188,3.15523386,595.39,309.41,0,156.65,1.7220565,1.8560746903016123,5.853106204159371
80,CASE06_06.jpg,1.956,20.0,34.16421927,32.09999847,62.60999832,155.0,3.111725429,3.168860733,685.41,309.41,0,156.65,1.8753984,2.987928859935271,6.727924609519858
81,CASE06_07.jpg,2.283,20.10000038,37.59999847,35.59999847,65.5,103.0,3.122524977,3.190037171,717.5600000000001,309.41,0,156.65,2.985916,1.9439127937318286,6.967554670291033
82,CASE06_08.jpg,4.698,20.0,36.79999924,38.09999847,68.33999481,116.0,3.146185984,3.211993694,743.28,309.41,0,156.65,3.7128828,2.1596308735080587,7.1667085123199366
83,CASE06_09.jpg,7.327,20.29999924,36.0,43.20387552,71.19999695,160.0,3.171360915,3.24277854,762.57,309.41,0,156.65,6.5251384,2.8305989959327547,7.158591966682674
84,CASE06_10.jpg,10.241,20.20000076,35.92478975,47.79999924,92.80000305,181.0,3.186980963,3.266829252,769.0,309.41,0,156.65,9.098857,3.062664985212827,7.048653131168918
85,CASE06_11.jpg,15.189,20.10000038,32.90000153,55.18846142,85.5,208.3,3.210069656,3.269715309,769.0,309.41,0,156.65,14.249282,3.242059576634647,6.730895691755857
86,CASE07_01.jpg,165.769,19.20000076,27.5,27.5,110.6199913,409.5,3.072499514,3.135031223,769.0,309.41,0,156.65,155.43271,1.993353444054747,3.010577619444276
87,CASE07_02.jpg,213.404,19.79999924,27.60000038,29.60000038,86.0,417.8,3.046524763,3.114828825,769.0,309.41,0,156.65,202.73119,1.653139843958318,2.540207370109436
88,CASE07_03.jpg,262.77,21.39999962,27.89999962,36.09999847,89.30000305,360.7,2.987841129,3.09270215,769.0,309.41,0,156.65,249.09589,1.2059677583667232,2.202833152805093
89,CASE07_04.jpg,321.295,20.89999962,27.60000038,41.09999847,89.0,384.0,2.941663504,3.009005547,769.0,309.41,0,156.65,310.02853,1.0665821400320692,1.8754792501877857
90,CASE07_05.jpg,333.104,21.10000038,26.39999962,39.90000153,90.30000305,429.0,2.746371746,2.958018064,769.0,309.41,0,156.65,324.62045,1.1451590536501677,1.8110291202413826
91,CASE07_06.jpg,429.758,21.60000038,27.89999962,45.79999924,90.80000305,370.2,2.537611485,2.767536402,640.4,309.41,0,156.65,370.26056,0.8808820889592875,1.3617982337281271
92,CASE07_07.jpg,395.947,20.79999924,27.60000038,44.79999924,91.19999695,442.2,0.439241141,2.554928303,769.0,309.41,165.48,156.65,384.8169,1.0169797908038993,1.5861658287902094
93,CASE07_08.jpg,358.881,21.60000038,27.89999962,31.70000076,87.90000153,426.0,-0.00080744,3.209107399,769.0,309.41,0,156.65,353.95236,1.0545798024301678,1.6940103582675503
94,CASE07_09.jpg,426.32,21.5,28.10000038,30.29999924,88.30000305,523.0,1.446671367,3.197563171,743.28,309.41,0,156.65,410.63553,1.135387884647109,1.4555978899470625
95,CASE08_01.jpg,0.486,,,,,,,,10000,0,0,0,0.9698924,,99.03942415214458
96,CASE08_02.jpg,0.869,,,,,,,,10000,0,0,0,1.3821745,,98.63666911188614
97,CASE08_03.jpg,1.273,,,,,,,,10000,0,0,0,1.9654298,,98.07245474877604
98,CASE08_04.jpg,1.748,,,,,,,,10000,0,0,0,2.0973592,,97.94572629847218
99,CASE08_05.jpg,2.36,,,,,,,,10000,0,0,0,3.1048896,,96.98861071279397
100,CASE08_06.jpg,3.329,,,,,,,,10000,0,0,0,3.8111827,,96.32873588290214
101,CASE08_07.jpg,4.571,,,,,,,,10000,0,0,0,4.3352094,,95.8449219348574
102,CASE08_08.jpg,6.537,,,,,,,,10000,0,0,0,5.2614484,,95.00154284405609
103,CASE08_09.jpg,9.419,,,,,,,,10000,0,0,0,8.874928,,91.84851079763746
104,CASE08_10.jpg,14.134,,,,,,,,10000,0,0,0,13.02377,,88.47696373957443
105,CASE08_11.jpg,19.147,,,,,,,,10000,0,0,0,16.974653,,85.48860580932862
106,CASE09_01.jpg,232.012,,,,,,,,10000,0,0,0,217.74605,,31.47167368406311
107,CASE09_02.jpg,247.298,,,,,,,,10000,0,0,0,238.29924,,29.559628924971868
108,CASE09_03.jpg,263.449,,,,,,,,10000,0,0,0,252.62593,,28.358663244078503
109,CASE09_04.jpg,300.823,,,,,,,,10000,0,0,0,292.70798,,25.46421389247043
110,CASE09_05.jpg,361.841,,,,,,,,10000,0,0,0,345.63156,,22.44006236901175
111,CASE09_06.jpg,412.072,,,,,,,,10000,0,0,0,399.18057,,20.032831005421546
112,CASE09_07.jpg,425.715,,,,,,,,10000,0,0,0,409.88474,,19.612275511520505
113,CASE09_08.jpg,384.333,,,,,,,,10000,0,0,0,370.01105,,21.27609553009445
114,CASE09_09.jpg,481.375,,,,,,,,10000,0,0,0,418.01736,,19.30437234767576
115,CASE10_01.png,0.033,21.799999237060547,26.100000381469727,73.0999984741211,82.80000305175781,229.0,0.1080346554517746,0.123579204082489,10000,309.41,47.9892,61.0935,0.424981,4.541399827200728,99.57681744545214
116,CASE10_02.png,0.059,21.799999237060547,26.299999237060547,72.4000015258789,83.69999694824219,218.0,0.0,0.1251336634159088,10000,309.41,47.9892,61.0935,0.424981,4.323253983972745,99.57681744545214
117,CASE10_03.png,0.105,21.700000762939453,26.100000381469727,47.59999847412109,83.30000305175781,160.0,0.1126980111002922,0.1259108930826187,10000,309.41,47.9892,61.0935,0.424981,3.1730304469524735,99.57681744545214
118,CASE10_04.png,0.121,21.799999237060547,25.89999961853028,48.5,82.0,58.0,0.0,0.1266881227493286,10000,309.41,47.9892,61.0935,0.41962615,1.1503456972776462,99.58212735290093
119,CASE10_05.png,0.158,21.89999961853028,26.39999961853028,54.0,82.69999694824219,827.0,0.0,0.48188117146492,10000,309.41,47.9892,61.0935,0.424981,16.400601122685597,99.57681744545214
120,CASE10_06.png,0.512,22.600000381469727,27.100000381469727,64.19999694824219,79.80000305175781,228.0,0.4515693187713623,0.4601188004016876,10000,309.41,47.9892,61.0935,1.7756368,4.403615563063437,98.25534198966564
121,CASE10_07.png,0.824,22.600000381469727,27.100000381469727,70.69999694824219,80.80000305175781,159.0,0.0,0.4624504745006561,10000,309.41,47.9892,61.0935,1.0980433,3.1116651388488688,98.91388273782744
122,CASE10_08.png,1.324,22.600000381469727,26.89999961853028,67.4000015258789,80.80000305175781,236.0,0.0,0.4601188004016876,10000,309.41,47.9892,61.0935,1.2720604,4.60289674647052,98.74391772520903
123,CASE10_09.png,1.917,22.600000381469727,27.200000762939453,66.80000305175781,82.9000015258789,777.0,0.0,0.4601188004016876,9971.28,309.41,47.9892,61.0935,1.0910649,15.208138673969977,98.63661056359096
124,CASE10_10.png,2.541,22.600000381469727,27.100000381469727,69.9000015258789,83.30000305175781,630.0,0.0,0.4616732597351074,10000,309.41,47.9892,61.0935,2.7196295,11.950008108459867,97.35237606167573
125,CASE10_11.png,3.571,22.700000762939453,27.299999237060547,74.5999984741211,83.0,172.0,0.0,0.4608960151672363,10000,309.41,47.9892,61.0935,3.861618,3.1933686061937463,96.28195855758766
126,CASE10_12.png,5.461,22.700000762939453,26.89999961853028,75.80000305175781,84.4000015258789,188.0,0.0,0.4577870965003967,10000,309.41,47.9892,61.0935,4.733444,3.434828621418378,95.48048472463103
127,CASE10_13.png,6.951,22.39999961853028,26.89999961853028,69.0,84.5,262.0,0.0,0.4515693187713623,10000,309.41,47.9892,61.0935,8.284018,4.4952288635968785,92.3497316104395
128,CASE10_14.png,8.686,22.5,26.799999237060547,64.69999694824219,85.19999694824219,224.0,0.0,0.4437970221042633,10000,309.41,47.9892,61.0935,7.653202,3.885300247504033,92.890873789337
129,CASE10_15.png,11.26,20.39999961853028,26.100000381469727,62.79999923706055,85.4000015258789,218.0,0.0,0.4321386218070984,10000,309.41,47.9892,61.0935,10.0185795,3.6322085896751353,90.89373854349755
130,CASE10_16.png,14.563,19.89999961853028,26.299999237060547,54.09999847412109,90.0,103.0,0.0,0.4181484878063202,10000,309.41,47.9892,61.0935,13.532166,1.6212260101442157,88.08076470592484
131,CASE10_17.png,18.307,19.799999237060547,25.39999961853028,46.0,87.69999694824219,90.0,0.0,0.3956088721752167,10000,309.41,47.9892,61.0935,16.93194,1.3446495051540417,85.51983316106788
132,CASE10_18.png,21.18,19.799999237060547,25.39999961853028,45.400001525878906,84.5999984741211,74.0,0.0,0.3769554495811462,10000,309.41,47.9892,61.0935,19.439394,1.065677502888346,83.72447033681367
133,CASE10_19.png,26.736,19.799999237060547,25.700000762939453,65.80000305175781,91.9000015258789,143.0,0.0,0.3520841300487518,10000,309.41,47.9892,61.0935,24.21118,1.9269333811967415,80.50805088559662
134,CASE10_20.png,29.958,21.5,25.799999237060547,65.30000305175781,85.69999694824219,190.0,0.0,0.3202178180217743,9202.28,309.41,47.9892,61.0935,27.161043,2.4623824745344614,72.36713212552056
135,CASE10_21.png,31.459,21.39999961853028,25.799999237060547,63.29999923706055,86.19999694824219,191.0,0.0,0.3015643656253814,10000,309.41,47.9892,61.0935,29.075462,2.415414278578606,77.47405932198018
136,CASE10_22.png,32.423,21.39999961853028,25.799999237060547,64.9000015258789,86.19999694824219,231.0,0.0,0.2883514761924744,10000,309.41,47.9892,61.0935,29.665327,2.8996303498509457,77.12161941333785
137,CASE10_23.png,33.225,21.5,25.89999961853028,67.69999694824219,85.9000015258789,206.0,0.0,0.2735841274261474,10000,309.41,47.9892,61.0935,30.552893,2.5573259051043644,76.59730680958559
138,CASE10_24.png,35.72,21.5,25.39999961853028,57.900001525878906,86.69999694824219,132.0,0.0,0.2650346457958221,10000,309.41,47.9892,61.0935,31.537212,1.618892733295811,76.02411399748992
139,CASE10_25.png,35.564,21.5,25.299999237060547,55.59999847412109,86.5999984741211,150.0,0.2494900971651077,0.2619257271289825,10000,309.41,47.9892,61.0935,33.439587,1.7977078434005191,74.94027990359412
140,CASE10_26.png,35.622,21.600000381469727,26.200000762939453,61.900001525878906,85.0999984741211,765.0,0.2463811784982681,0.2564851343631744,10000,309.41,47.9892,61.0935,33.26747,9.187261243796646,75.03706643489217
141,CASE10_27.png,36.637,22.200000762939453,26.700000762939453,66.30000305175781,85.80000305175781,714.0,0.2393861413002014,0.2494900971651077,10000,309.41,47.9892,61.0935,33.744503,8.525932740922707,74.7694280938036
142,CASE10_28.png,35.984,23.600000381469727,27.600000381469727,65.4000015258789,86.5999984741211,460.0,0.2339455485343933,0.2432722598314285,10000,309.41,47.9892,61.0935,34.05869,5.4723669854954915,74.59419452778481
143,CASE10_29.png,36.809,23.600000381469727,27.700000762939453,65.19999694824219,85.30000305175781,253.0,0.2292821705341339,0.2378316819667816,10000,309.41,47.9892,61.0935,33.676567,3.0235466041526293,74.80742679455554
144,CASE10_30.png,37.47,22.89999961853028,26.600000381469727,63.79999923706055,86.30000305175781,228.0,0.222287118434906,0.2331683039665222,10000,309.41,47.9892,61.0935,34.297886,2.7046941604205825,74.46133589921139
145,CASE10_31.png,37.715,22.100000381469727,26.299999237060547,61.09999847412109,86.9000015258789,229.0,0.2145148515701294,0.2253960222005844,9990.57,309.41,47.9892,61.0935,35.185223,2.6882596762116826,73.90282590279855
146,CASE10_32.png,36.331,22.100000381469727,26.299999237060547,64.9000015258789,86.0,502.0,0.2106287032365799,0.3847277164459229,10000,309.41,47.9892,61.0935,37.401295,5.743621990955626,72.77951783496654
147,CASE10_33.png,41.655,22.200000762939453,26.600000381469727,72.5999984741211,85.30000305175781,316.0,0.2867970168590545,0.3334307074546814,10000,309.41,47.9892,61.0935,37.83569,3.597626431806934,72.55015010988808
148,CASE10_34.png,45.489,22.799999237060547,27.0,66.4000015258789,85.19999694824219,313.0,0.2502673268318176,0.2883514761924744,10000,309.41,47.9892,61.0935,41.14402,3.4341254642926655,70.849618708607
149,CASE10_35.png,47.745,22.89999961853028,26.89999961853028,70.4000015258789,87.0,237.0,0.2098514884710312,0.2533762454986572,10000,309.41,47.9892,61.0935,45.176777,2.490103231799917,68.88154019289186
150,CASE10_36.png,49.847,22.799999237060547,26.89999961853028,67.80000305175781,86.0999984741211,378.0,0.1826485097408294,0.2121831625699997,10000,309.41,47.9892,61.0935,45.96004,3.9391396668863417,68.51190229873876
151,CASE10_37.png,48.207,22.89999961853028,26.89999961853028,68.9000015258789,87.0,358.0,0.1702128648757934,0.1857574135065078,10000,309.41,47.9892,61.0935,45.117622,3.7637610410403237,68.90961870915994
